"","X","Drug","cell","Final_conc_uM","median_GR24.x","median_GR24.y","percent_change_GR","idx","group"
"1924",1924,"Etomoxir","MALME3M",4,0.0198220749986532,0.0204338432307294,97.0061029383045,"Etomoxir_MALME3M","R"
"1925",1925,"Etomoxir","MALME3M",5,0.0208087881334494,0.0204338432307294,101.834921108507,"Etomoxir_MALME3M","R"
"1926",1926,"Etomoxir","MDAMB231",1,0.0301863238039099,0.0298112253218478,101.258245771559,"Etomoxir_MDAMB231","R"
"1927",1927,"Etomoxir","MDAMB231",2,0.0303403449745878,0.0298112253218478,101.774900719536,"Etomoxir_MDAMB231","R"
"1928",1928,"Etomoxir","MDAMB231",3,0.030103710979294,0.0298112253218478,100.981125915787,"Etomoxir_MDAMB231","R"
"1929",1929,"Etomoxir","MDAMB231",4,0.0298664971213349,0.0298112253218478,100.18540599687,"Etomoxir_MDAMB231","R"
"1930",1930,"Etomoxir","MDAMB231",5,0.0304540930179746,0.0298112253218478,102.156461833374,"Etomoxir_MDAMB231","R"
"1931",1931,"Etomoxir","OVCAR4",1,0.0273739788503319,0.0281152857919865,97.3633312955122,"Etomoxir_OVCAR4","R"
"1932",1932,"Etomoxir","OVCAR4",2,0.0267664893401437,0.0281152857919865,95.2026222965616,"Etomoxir_OVCAR4","R"
"1933",1933,"Etomoxir","OVCAR4",3,0.026526823140227,0.0281152857919865,94.3501813799373,"Etomoxir_OVCAR4","R"
"1934",1934,"Etomoxir","OVCAR4",4,0.0260290736488988,0.0281152857919865,92.5797939294562,"Etomoxir_OVCAR4","R"
"1935",1935,"Etomoxir","OVCAR4",5,0.0276615885743444,0.0281152857919865,98.3862969738282,"Etomoxir_OVCAR4","R"
"1936",1936,"Etomoxir","OVCAR5",1,0.042182914172191,0.0446581583765071,94.4573527115746,"Etomoxir_OVCAR5","R"
"1937",1937,"Etomoxir","OVCAR5",2,0.0410650198590656,0.0446581583765071,91.9541274247176,"Etomoxir_OVCAR5","R"
"1938",1938,"Etomoxir","OVCAR5",3,0.048501543258425,0.0446581583765071,108.606232369716,"Etomoxir_OVCAR5","R"
"1939",1939,"Etomoxir","OVCAR5",4,0.0427411705823892,0.0446581583765071,95.7074186132888,"Etomoxir_OVCAR5","R"
"1940",1940,"Etomoxir","OVCAR5",5,0.0433964303478282,0.0446581583765071,97.1746975814778,"Etomoxir_OVCAR5","R"
"1941",1941,"Etomoxir","SF539",1,0.0350316589100509,0.0382123028998615,91.6763875808643,"Etomoxir_SF539","R"
"1942",1942,"Etomoxir","SF539",2,0.0398158381711699,0.0382123028998615,104.196384801802,"Etomoxir_SF539","R"
"1943",1943,"Etomoxir","SF539",3,0.0372474003564408,0.0382123028998615,97.4748903620141,"Etomoxir_SF539","R"
"1944",1944,"Etomoxir","SF539",4,0.036532678070511,0.0382123028998615,95.6044920041795,"Etomoxir_SF539","R"
"1945",1945,"Etomoxir","SF539",5,0.0380209243428258,0.0382123028998615,99.4991703129298,"Etomoxir_SF539","R"
"1946",1946,"Etomoxir","SKMEL2",1,0.0356171968847097,0.033169557727411,107.379173329393,"Etomoxir_SKMEL2","R"
"1947",1947,"Etomoxir","SKMEL2",2,0.0312427835171985,0.033169557727411,94.1911368669826,"Etomoxir_SKMEL2","R"
"1948",1948,"Etomoxir","SKMEL2",3,0.0294454785184354,0.033169557727411,88.7725991417183,"Etomoxir_SKMEL2","R"
"1949",1949,"Etomoxir","SKMEL2",4,0.0306126111650011,0.033169557727411,92.2912853302929,"Etomoxir_SKMEL2","R"
"1950",1950,"Etomoxir","SKMEL2",5,0.0343802357667959,0.033169557727411,103.649967386766,"Etomoxir_SKMEL2","R"
"1951",1951,"Etomoxir","SW620",1,0.0358779538531278,0.036494371470144,98.3109241447806,"Etomoxir_SW620","R"
"1952",1952,"Etomoxir","SW620",2,0.0351280245146154,0.036494371470144,96.2560063360827,"Etomoxir_SW620","R"
"1953",1953,"Etomoxir","SW620",3,0.0371519725909812,0.036494371470144,101.801924774551,"Etomoxir_SW620","R"
"1954",1954,"Etomoxir","SW620",4,0.0379844545341231,0.036494371470144,104.083048985234,"Etomoxir_SW620","R"
"1955",1955,"Etomoxir","SW620",5,0.0378683332731218,0.036494371470144,103.764859477308,"Etomoxir_SW620","R"
"1956",1956,"Etomoxir","T47D",1,0.0276399296035646,0.0266750841674784,103.617028647514,"Etomoxir_T47D","R"
"1957",1957,"Etomoxir","T47D",2,0.0261664772447766,0.0266750841674784,98.0933258935247,"Etomoxir_T47D","R"
"1958",1958,"Etomoxir","T47D",3,0.027131946738837,0.0266750841674784,101.712694019971,"Etomoxir_T47D","R"
"1959",1959,"Etomoxir","T47D",4,0.0273657535375005,0.0266750841674784,102.589192842601,"Etomoxir_T47D","R"
"1960",1960,"Etomoxir","T47D",5,0.0270669244738211,0.0266750841674784,101.468937469447,"Etomoxir_T47D","R"
"1961",1961,"Etomoxir","UACC257",1,0.0279269117365809,0.0271632150486013,102.811510664747,"Etomoxir_UACC257","R"
"1962",1962,"Etomoxir","UACC257",2,0.0283326529357166,0.0271632150486013,104.305226332829,"Etomoxir_UACC257","R"
"1963",1963,"Etomoxir","UACC257",3,0.0271904696704842,0.0271632150486013,100.10033650963,"Etomoxir_UACC257","R"
"1964",1964,"Etomoxir","UACC257",4,0.0287651411420295,0.0271632150486013,105.897409752719,"Etomoxir_UACC257","R"
"1965",1965,"Etomoxir","UACC257",5,0.0269967547327096,0.0271632150486013,99.3871847806167,"Etomoxir_UACC257","R"
"1966",1966,"Lenvatinib","A498",1,0.0293003262084786,0.0292800681087454,100.069187338151,"Lenvatinib_A498","R"
"1967",1967,"Lenvatinib","A498",2,0.0259637442294906,0.0292800681087454,88.6737835891022,"Lenvatinib_A498","R"
"1968",1968,"Lenvatinib","A498",3,0.0252655716542148,0.0292800681087454,86.2893199577922,"Lenvatinib_A498","R"
"1969",1969,"Lenvatinib","A498",4,0.0282117210702947,0.0292800681087454,96.3512822631324,"Lenvatinib_A498","R"
"1970",1970,"Lenvatinib","A498",5,0.0233103143157336,0.0292800681087454,79.6115440345278,"Lenvatinib_A498","R"
"1971",1971,"Lenvatinib","ACHN",1,0.0369393558409284,0.0354804395010489,104.111889143415,"Lenvatinib_ACHN","R"
"1972",1972,"Lenvatinib","ACHN",2,0.0334261663622289,0.0354804395010489,94.2101248808959,"Lenvatinib_ACHN","R"
"1973",1973,"Lenvatinib","ACHN",3,0.0348233452123404,0.0354804395010489,98.1480097260659,"Lenvatinib_ACHN","R"
"1974",1974,"Lenvatinib","ACHN",4,0.0309275290907145,0.0354804395010489,87.1678297271379,"Lenvatinib_ACHN","R"
"1975",1975,"Lenvatinib","ACHN",5,0.0293328757066891,0.0354804395010489,82.673371917566,"Lenvatinib_ACHN","R"
"1976",1976,"Lenvatinib","BT549",2,0.0374221090420342,0.0347871115463391,107.574637210638,"Lenvatinib_BT549","I"
"1977",1977,"Lenvatinib","BT549",3,0.0334415587441998,0.0347871115463391,96.1320364286444,"Lenvatinib_BT549","I"
"1978",1978,"Lenvatinib","BT549",4,0.0301072330107878,0.0347871115463391,86.5470907829835,"Lenvatinib_BT549","I"
"1979",1979,"Lenvatinib","BT549",5,0.0194709990434272,0.0347871115463391,55.9718763010557,"Lenvatinib_BT549","I"
"1980",1980,"Lenvatinib","COLO205",1,0.0517520246137124,0.0504060929258587,102.670176579314,"Lenvatinib_COLO205","R"
"1981",1981,"Lenvatinib","COLO205",2,0.0488860283208131,0.0504060929258587,96.9843633640057,"Lenvatinib_COLO205","R"
"1982",1982,"Lenvatinib","COLO205",3,0.0534041290142132,0.0504060929258587,105.947765268703,"Lenvatinib_COLO205","R"
"1983",1983,"Lenvatinib","COLO205",4,0.0517382208146294,0.0504060929258587,102.642791399703,"Lenvatinib_COLO205","R"
"1984",1984,"Lenvatinib","COLO205",5,0.0480346919673938,0.0504060929258587,95.2954081127595,"Lenvatinib_COLO205","R"
"1985",1985,"Lenvatinib","EKVX",1,0.0218502224644147,0.0222251351618679,98.3131139823328,"Lenvatinib_EKVX","R"
"1986",1986,"Lenvatinib","EKVX",2,0.0199520804888403,0.0222251351618679,89.7725946030351,"Lenvatinib_EKVX","R"
"1987",1987,"Lenvatinib","EKVX",3,0.0217608776325399,0.0222251351618679,97.9111149338495,"Lenvatinib_EKVX","R"
"1988",1988,"Lenvatinib","EKVX",4,0.021812490448581,0.0222251351618679,98.1433421651586,"Lenvatinib_EKVX","R"
"1989",1989,"Lenvatinib","EKVX",5,0.0196798434934207,0.0222251351618679,88.5476886871122,"Lenvatinib_EKVX","R"
"1990",1990,"Lenvatinib","HCT15",1,0.0456626105616106,0.0436303640004474,104.657872121219,"Lenvatinib_HCT15","R"
"1991",1991,"Lenvatinib","HCT15",2,0.040924144807816,0.0436303640004474,93.7973948771005,"Lenvatinib_HCT15","R"
"1992",1992,"Lenvatinib","HCT15",3,0.0439420410690286,0.0436303640004474,100.71435816712,"Lenvatinib_HCT15","R"
"1993",1993,"Lenvatinib","HCT15",4,0.0428834177871579,0.0436303640004474,98.2880128772661,"Lenvatinib_HCT15","R"
"1994",1994,"Lenvatinib","HCT15",5,0.0411115545305439,0.0436303640004474,94.2269345498064,"Lenvatinib_HCT15","R"
"1995",1995,"Lenvatinib","HOP62",1,0.0307015737576685,0.0288992724054065,106.236493870776,"Lenvatinib_HOP62","R"
"1996",1996,"Lenvatinib","HOP62",2,0.0275148245562441,0.0288992724054065,95.2094024038355,"Lenvatinib_HOP62","R"
"1997",1997,"Lenvatinib","HOP62",3,0.0252312393391169,0.0288992724054065,87.3075245119204,"Lenvatinib_HOP62","R"
"1998",1998,"Lenvatinib","HOP62",4,0.02810935243432,0.0288992724054065,97.2666440870713,"Lenvatinib_HOP62","R"
"1999",1999,"Lenvatinib","HOP62",5,0.0237554559340684,0.0288992724054065,82.2008789730781,"Lenvatinib_HOP62","R"
"2000",2000,"Lenvatinib","HS578T",1,0.0312917411671545,0.0288404846825183,108.499359534418,"Lenvatinib_HS578T","R"
"2001",2001,"Lenvatinib","HS578T",2,0.025498924180559,0.0288404846825183,88.413646515501,"Lenvatinib_HS578T","R"
"2002",2002,"Lenvatinib","HS578T",3,0.0250767801598056,0.0288404846825183,86.9499262438052,"Lenvatinib_HS578T","R"
"2003",2003,"Lenvatinib","HS578T",4,0.0299235465754924,0.0288404846825183,103.755352605536,"Lenvatinib_HS578T","R"
"2004",2004,"Lenvatinib","HS578T",5,0.0276507434232451,0.0288404846825183,95.8747528955557,"Lenvatinib_HS578T","R"
"2005",2005,"Lenvatinib","HT29",1,0.0474188291969731,0.0467873773935254,101.34962000143,"Lenvatinib_HT29","R"
"2006",2006,"Lenvatinib","HT29",2,0.046408954923146,0.0467873773935254,99.1911868297371,"Lenvatinib_HT29","R"
"2007",2007,"Lenvatinib","HT29",3,0.047564943002826,0.0467873773935254,101.66191321809,"Lenvatinib_HT29","R"
"2008",2008,"Lenvatinib","HT29",4,0.0466959236032132,0.0467873773935254,99.8045331980397,"Lenvatinib_HT29","R"
"2009",2009,"Lenvatinib","HT29",5,0.0455203642280562,0.0467873773935254,97.2919765200506,"Lenvatinib_HT29","R"
"2010",2010,"Lenvatinib","IGROV1",1,0.0408936280709983,0.042077548434673,97.1863371139296,"Lenvatinib_IGROV1","R"
"2011",2011,"Lenvatinib","IGROV1",2,0.0405278727631407,0.042077548434673,96.3170961018838,"Lenvatinib_IGROV1","R"
"2012",2012,"Lenvatinib","IGROV1",3,0.0427253438020521,0.042077548434673,101.539527352419,"Lenvatinib_IGROV1","R"
"2013",2013,"Lenvatinib","IGROV1",4,0.0396553666169021,0.042077548434673,94.2435291316189,"Lenvatinib_IGROV1","R"
"2014",2014,"Lenvatinib","IGROV1",5,0.0401540929961339,0.042077548434673,95.4287844465906,"Lenvatinib_IGROV1","R"
"2015",2015,"Lenvatinib","LOXIMVI",1,0.0464237095859649,0.0475343819051574,97.6634337616747,"Lenvatinib_LOXIMVI","R"
"2016",2016,"Lenvatinib","LOXIMVI",2,0.0473034105098783,0.0475343819051574,99.5140961425774,"Lenvatinib_LOXIMVI","R"
"2017",2017,"Lenvatinib","LOXIMVI",3,0.0475237641992131,0.0475343819051574,99.977663102961,"Lenvatinib_LOXIMVI","R"
"2018",2018,"Lenvatinib","LOXIMVI",4,0.0468377270770498,0.0475343819051574,98.5344190874352,"Lenvatinib_LOXIMVI","R"
"2019",2019,"Lenvatinib","LOXIMVI",5,0.0442974404854345,0.0475343819051574,93.190315535855,"Lenvatinib_LOXIMVI","R"
"2020",2020,"Lenvatinib","M14",1,0.0387823052758934,0.037484959760084,103.460976146467,"Lenvatinib_M14","R"
"2021",2021,"Lenvatinib","M14",2,0.0393333227192911,0.037484959760084,104.930945560665,"Lenvatinib_M14","R"
"2022",2022,"Lenvatinib","M14",3,0.0410842699697747,0.037484959760084,109.602011667419,"Lenvatinib_M14","R"
"2023",2023,"Lenvatinib","M14",4,0.0399038143399871,0.037484959760084,106.452866950864,"Lenvatinib_M14","R"
"2024",2024,"Lenvatinib","M14",5,0.0337900666235163,0.037484959760084,90.1429982579246,"Lenvatinib_M14","R"
"2025",2025,"Lenvatinib","MALME3M",1,0.0229510549474873,0.0204338432307294,112.318836394773,"Lenvatinib_MALME3M","R"
"2026",2026,"Lenvatinib","MALME3M",2,0.0231806738243129,0.0204338432307294,113.442554895658,"Lenvatinib_MALME3M","R"
"2027",2027,"Lenvatinib","MALME3M",3,0.01893318618904,0.0204338432307294,92.6560215582322,"Lenvatinib_MALME3M","R"
"2028",2028,"Lenvatinib","MALME3M",4,0.017263818042627,0.0204338432307294,84.4863976281505,"Lenvatinib_MALME3M","R"
"2029",2029,"Lenvatinib","MALME3M",5,0.0161583619120454,0.0204338432307294,79.0764699992692,"Lenvatinib_MALME3M","R"
"2030",2030,"Lenvatinib","MDAMB231",1,0.0302173428269743,0.0298112253218478,101.362297257969,"Lenvatinib_MDAMB231","R"
"2031",2031,"Lenvatinib","MDAMB231",2,0.0277001480538327,0.0298112253218478,92.9185156087229,"Lenvatinib_MDAMB231","R"
"2032",2032,"Lenvatinib","MDAMB231",3,0.0301022862160145,0.0298112253218478,100.976346631258,"Lenvatinib_MDAMB231","R"
"2033",2033,"Lenvatinib","MDAMB231",4,0.0301013008978899,0.0298112253218478,100.973041439627,"Lenvatinib_MDAMB231","R"
"2034",2034,"Lenvatinib","MDAMB231",5,0.0264449709754875,0.0298112253218478,88.7080980066484,"Lenvatinib_MDAMB231","R"
"2035",2035,"Lenvatinib","OVCAR4",1,0.0270113077298975,0.0281152857919865,96.0733884398086,"Lenvatinib_OVCAR4","R"
"2036",2036,"Lenvatinib","OVCAR4",2,0.0276072918590406,0.0281152857919865,98.1931752829959,"Lenvatinib_OVCAR4","R"
"2037",2037,"Lenvatinib","OVCAR4",3,0.0255111092181534,0.0281152857919865,90.7375063049321,"Lenvatinib_OVCAR4","R"
"2038",2038,"Lenvatinib","OVCAR4",4,0.0245538358444642,0.0281152857919865,87.332691640156,"Lenvatinib_OVCAR4","R"
"2039",2039,"Lenvatinib","OVCAR4",5,0.0266757714371733,0.0281152857919865,94.8799583064402,"Lenvatinib_OVCAR4","R"
"2040",2040,"Lenvatinib","OVCAR5",1,0.0429916213107362,0.0446581583765071,96.268236025945,"Lenvatinib_OVCAR5","R"
"2041",2041,"Lenvatinib","OVCAR5",2,0.0420133935286182,0.0446581583765071,94.077756575649,"Lenvatinib_OVCAR5","R"
"2042",2042,"Lenvatinib","OVCAR5",3,0.0433081526759127,0.0446581583765071,96.9770233487625,"Lenvatinib_OVCAR5","R"
"2043",2043,"Lenvatinib","OVCAR5",4,0.0426840597053655,0.0446581583765071,95.5795340808767,"Lenvatinib_OVCAR5","R"
"2044",2044,"Lenvatinib","OVCAR5",5,0.0363507561840021,0.0446581583765071,81.3977949505521,"Lenvatinib_OVCAR5","R"
"2045",2045,"Lenvatinib","SF539",1,0.0391558658940277,0.0382123028998615,102.469264929253,"Lenvatinib_SF539","R"
"2046",2046,"Lenvatinib","SF539",2,0.0383168739826593,0.0382123028998615,100.273658154212,"Lenvatinib_SF539","R"
"2047",2047,"Lenvatinib","SF539",3,0.0350923048773959,0.0382123028998615,91.8350955433338,"Lenvatinib_SF539","R"
"2048",2048,"Lenvatinib","SF539",4,0.0404323053258053,0.0382123028998615,105.809653586599,"Lenvatinib_SF539","R"
"2049",2049,"Lenvatinib","SF539",5,0.0304051250404119,0.0382123028998615,79.5689417622671,"Lenvatinib_SF539","R"
"2050",2050,"Lenvatinib","SKMEL2",1,0.034407748270669,0.033169557727411,103.732912429625,"Lenvatinib_SKMEL2","R"
"2051",2051,"Lenvatinib","SKMEL2",2,0.0355538745857206,0.033169557727411,107.188268465634,"Lenvatinib_SKMEL2","R"
"2052",2052,"Lenvatinib","SKMEL2",3,0.0273402432428691,0.033169557727411,82.4257093433457,"Lenvatinib_SKMEL2","R"
"2053",2053,"Lenvatinib","SKMEL2",4,0.0336708197991246,0.033169557727411,101.511211201045,"Lenvatinib_SKMEL2","R"
"2054",2054,"Lenvatinib","SKMEL2",5,0.0305610014609113,0.033169557727411,92.1356917450124,"Lenvatinib_SKMEL2","R"
"2055",2055,"Lenvatinib","SW620",1,0.0383231327871775,0.036494371470144,105.011077717915,"Lenvatinib_SW620","R"
"2056",2056,"Lenvatinib","SW620",2,0.035923445817193,0.036494371470144,98.4355788853136,"Lenvatinib_SW620","R"
"2057",2057,"Lenvatinib","SW620",3,0.0359471638145924,0.036494371470144,98.5005697221027,"Lenvatinib_SW620","R"
"2058",2058,"Lenvatinib","SW620",4,0.0367637323623001,0.036494371470144,100.738088864954,"Lenvatinib_SW620","R"
"2059",2059,"Lenvatinib","SW620",5,0.0355723319491386,0.036494371470144,97.4734747199036,"Lenvatinib_SW620","R"
"2060",2060,"Lenvatinib","T47D",1,0.0261103730397538,0.0266750841674784,97.8830015149002,"Lenvatinib_T47D","R"
"2061",2061,"Lenvatinib","T47D",2,0.0252697562993967,0.0266750841674784,94.7316834718931,"Lenvatinib_T47D","R"
"2062",2062,"Lenvatinib","T47D",3,0.0281696499236368,0.0266750841674784,105.602853009853,"Lenvatinib_T47D","R"
"2063",2063,"Lenvatinib","T47D",4,0.0258523977813526,0.0266750841674784,96.915899567699,"Lenvatinib_T47D","R"
"2064",2064,"Lenvatinib","T47D",5,0.0233645579857079,0.0266750841674784,87.5894442882147,"Lenvatinib_T47D","R"
"2065",2065,"Lenvatinib","UACC257",1,0.0278789624444236,0.0271632150486013,102.634987774981,"Lenvatinib_UACC257","R"
"2066",2066,"Lenvatinib","UACC257",2,0.0267657090138485,0.0271632150486013,98.5366016723663,"Lenvatinib_UACC257","R"
"2067",2067,"Lenvatinib","UACC257",3,0.0275201964111573,0.0271632150486013,101.31420880009,"Lenvatinib_UACC257","R"
"2068",2068,"Lenvatinib","UACC257",4,0.0264332406971187,0.0271632150486013,97.3126364085529,"Lenvatinib_UACC257","R"
"2069",2069,"Lenvatinib","UACC257",5,0.0278176794373986,0.0271632150486013,102.40937748947,"Lenvatinib_UACC257","R"
"2070",2070,"Mercaptopurine","A498",1,0.0282338942531881,0.0292800681087454,96.4270101706325,"Mercaptopurine_A498","R"
"2071",2071,"Mercaptopurine","A498",2,0.0268205425189397,0.0292800681087454,91.6000004485267,"Mercaptopurine_A498","R"
"2072",2072,"Mercaptopurine","A498",3,0.0301788252659854,0.0292800681087454,103.069518670182,"Mercaptopurine_A498","R"
"2073",2073,"Mercaptopurine","A498",4,0.0249324738423463,0.0292800681087454,85.1516934651508,"Mercaptopurine_A498","R"
"2074",2074,"Mercaptopurine","A498",5,0.0247387144569728,0.0292800681087454,84.4899484697024,"Mercaptopurine_A498","R"
"2075",2075,"Mercaptopurine","ACHN",1,0.0336608953954001,0.0354804395010489,94.8716979517827,"Mercaptopurine_ACHN","R"
"2076",2076,"Mercaptopurine","ACHN",2,0.0383104474316242,0.0354804395010489,107.976248238108,"Mercaptopurine_ACHN","R"
"2077",2077,"Mercaptopurine","ACHN",3,0.0352243506801745,0.0354804395010489,99.2782253419752,"Mercaptopurine_ACHN","R"
"2078",2078,"Mercaptopurine","ACHN",4,0.0358737346315911,0.0354804395010489,101.108484382023,"Mercaptopurine_ACHN","R"
"2079",2079,"Mercaptopurine","ACHN",5,0.0303055114551901,0.0354804395010489,85.4147013998916,"Mercaptopurine_ACHN","R"
"2080",2080,"Mercaptopurine","BT549",1,0.0331487135912352,0.0347871115463391,95.290215593435,"Mercaptopurine_BT549","R"
"2081",2081,"Mercaptopurine","BT549",2,0.0349344780801723,0.0347871115463391,100.423623943704,"Mercaptopurine_BT549","R"
"2082",2082,"Mercaptopurine","BT549",3,0.0316659891474018,0.0347871115463391,91.0279345993423,"Mercaptopurine_BT549","R"
"2083",2083,"Mercaptopurine","BT549",4,0.0316428118552957,0.0347871115463391,90.9613085097482,"Mercaptopurine_BT549","R"
"2084",2084,"Mercaptopurine","BT549",5,0.0215794156185058,0.0347871115463391,62.0327893270482,"Mercaptopurine_BT549","R"
"2085",2085,"Mercaptopurine","COLO205",1,0.0533672512746327,0.0504060929258587,105.874603995056,"Mercaptopurine_COLO205","R"
"2086",2086,"Mercaptopurine","COLO205",2,0.0499989974276503,0.0504060929258587,99.192368472583,"Mercaptopurine_COLO205","R"
"2087",2087,"Mercaptopurine","COLO205",3,0.0520907922920493,0.0504060929258587,103.342253422952,"Mercaptopurine_COLO205","R"
"2088",2088,"Mercaptopurine","COLO205",4,0.0501368735370275,0.0504060929258587,99.4658991141663,"Mercaptopurine_COLO205","R"
"2089",2089,"Mercaptopurine","COLO205",5,0.0426872744980145,0.0504060929258587,84.6867353135312,"Mercaptopurine_COLO205","R"
"2090",2090,"Mercaptopurine","EKVX",1,0.0233312003725925,0.0222251351618679,104.976641098778,"Mercaptopurine_EKVX","R"
"2091",2091,"Mercaptopurine","EKVX",2,0.0204913820165481,0.0222251351618679,92.1991334014722,"Mercaptopurine_EKVX","R"
"2092",2092,"Mercaptopurine","EKVX",3,0.0211466264597481,0.0222251351618679,95.1473469373082,"Mercaptopurine_EKVX","R"
"2093",2093,"Mercaptopurine","EKVX",4,0.0219306025678155,0.0222251351618679,98.6747770400167,"Mercaptopurine_EKVX","R"
"2094",2094,"Mercaptopurine","EKVX",5,0.0168824928489628,0.0222251351618679,75.9612606447873,"Mercaptopurine_EKVX","R"
"2095",2095,"Mercaptopurine","HCT15",1,0.043770195906881,0.0436303640004474,100.320492183912,"Mercaptopurine_HCT15","S"
"2096",2096,"Mercaptopurine","HCT15",2,0.0456142847995462,0.0436303640004474,104.547110354336,"Mercaptopurine_HCT15","S"
"2097",2097,"Mercaptopurine","HCT15",3,0.0444336646882047,0.0436303640004474,101.841150552283,"Mercaptopurine_HCT15","S"
"2098",2098,"Mercaptopurine","HCT15",4,0.0432138269585355,0.0436303640004474,99.0453046829781,"Mercaptopurine_HCT15","S"
"2099",2099,"Mercaptopurine","HCT15",5,0.0139542762989045,0.0436303640004474,31.9829472400491,"Mercaptopurine_HCT15","S"
