"","X","Drug","cell","Final_conc_uM","median_GR24.x","median_GR24.y","percent_change_GR","idx","group"
"2794",2794,"Paclitaxel","T47D",5,-0.00407648481874442,0.0266750841674784,-15.2819942128406,"Paclitaxel_T47D","S"
"2795",2795,"Paclitaxel","UACC257",1,0.0275118577718642,0.0271632150486013,101.283510522002,"Paclitaxel_UACC257","S"
"2796",2796,"Paclitaxel","UACC257",2,0.026597387732603,0.0271632150486013,97.916935403317,"Paclitaxel_UACC257","S"
"2797",2797,"Paclitaxel","UACC257",3,0.0254570851935838,0.0271632150486013,93.718969378386,"Paclitaxel_UACC257","S"
"2798",2798,"Paclitaxel","UACC257",4,0.014097538033643,0.0271632150486013,51.8993720309591,"Paclitaxel_UACC257","S"
"2799",2799,"Paclitaxel","UACC257",5,0.00575005283288978,0.0271632150486013,21.1685281826971,"Paclitaxel_UACC257","S"
"2800",2800,"Rapamycin","A498",1,0.0264616288738241,0.0292800681087454,90.3742053315802,"Rapamycin_A498","R"
"2801",2801,"Rapamycin","A498",2,0.0245522253606653,0.0292800681087454,83.8530336387162,"Rapamycin_A498","R"
"2802",2802,"Rapamycin","A498",3,0.0200997106099241,0.0292800681087454,68.6463929498876,"Rapamycin_A498","R"
"2803",2803,"Rapamycin","A498",4,0.0201538594837617,0.0292800681087454,68.8313271981157,"Rapamycin_A498","R"
"2804",2804,"Rapamycin","A498",5,0.0183817481290787,0.0292800681087454,62.7790483984169,"Rapamycin_A498","R"
"2805",2805,"Rapamycin","ACHN",1,0.0362040315524752,0.0354804395010489,102.039411184309,"Rapamycin_ACHN","R"
"2806",2806,"Rapamycin","ACHN",2,0.0320449151965216,0.0354804395010489,90.3171314875461,"Rapamycin_ACHN","R"
"2807",2807,"Rapamycin","ACHN",3,0.0269983387394751,0.0354804395010489,76.0935859846859,"Rapamycin_ACHN","R"
"2808",2808,"Rapamycin","ACHN",4,0.0251163791440352,0.0354804395010489,70.7893687260912,"Rapamycin_ACHN","R"
"2809",2809,"Rapamycin","ACHN",5,0.0240557194658552,0.0354804395010489,67.7999478139047,"Rapamycin_ACHN","R"
"2810",2810,"Rapamycin","BT549",1,0.0297873565943168,0.0347871115463391,85.6275651246231,"Rapamycin_BT549","R"
"2811",2811,"Rapamycin","BT549",2,0.0286412152554712,0.0347871115463391,82.3328353011401,"Rapamycin_BT549","R"
"2812",2812,"Rapamycin","BT549",3,0.0231221068161647,0.0347871115463391,66.4674524223268,"Rapamycin_BT549","R"
"2813",2813,"Rapamycin","BT549",4,0.0210180739059245,0.0347871115463391,60.4191408014051,"Rapamycin_BT549","R"
"2814",2814,"Rapamycin","BT549",5,0.0244414777797819,0.0347871115463391,70.2601529512561,"Rapamycin_BT549","R"
"2815",2815,"Rapamycin","COLO205",1,0.0501774869369998,0.0504060929258587,99.5464715164591,"Rapamycin_COLO205","R"
"2816",2816,"Rapamycin","COLO205",2,0.0496743773728937,0.0504060929258587,98.5483589175593,"Rapamycin_COLO205","R"
"2817",2817,"Rapamycin","COLO205",3,0.0491992121233596,0.0504060929258587,97.605684685234,"Rapamycin_COLO205","R"
"2818",2818,"Rapamycin","COLO205",4,0.0452915045429825,0.0504060929258587,89.8532338334591,"Rapamycin_COLO205","R"
"2819",2819,"Rapamycin","COLO205",5,0.0459999164244973,0.0504060929258587,91.2586430615792,"Rapamycin_COLO205","R"
"2820",2820,"Rapamycin","EKVX",1,0.0218145791660397,0.0222251351618679,98.1527401618117,"Rapamycin_EKVX","I"
"2821",2821,"Rapamycin","EKVX",2,0.0183945834414429,0.0222251351618679,82.7647764905512,"Rapamycin_EKVX","I"
"2822",2822,"Rapamycin","EKVX",3,0.0157015659047429,0.0222251351618679,70.6477858982038,"Rapamycin_EKVX","I"
"2823",2823,"Rapamycin","EKVX",4,0.0139002958386841,0.0222251351618679,62.5431329773555,"Rapamycin_EKVX","I"
"2824",2824,"Rapamycin","EKVX",5,0.0120090772123662,0.0222251351618679,54.0337645863697,"Rapamycin_EKVX","I"
"2825",2825,"Rapamycin","HCT15",1,0.0433991906973724,0.0436303640004474,99.4701549978527,"Rapamycin_HCT15","R"
"2826",2826,"Rapamycin","HCT15",2,0.0395741002210303,0.0436303640004474,90.7031172616954,"Rapamycin_HCT15","R"
"2827",2827,"Rapamycin","HCT15",3,0.0355813563127602,0.0436303640004474,81.5518209116827,"Rapamycin_HCT15","R"
"2828",2828,"Rapamycin","HCT15",4,0.0318712226070295,0.0436303640004474,73.0482620009833,"Rapamycin_HCT15","R"
"2829",2829,"Rapamycin","HCT15",5,0.0320377849697715,0.0436303640004474,73.4300199041267,"Rapamycin_HCT15","R"
"2830",2830,"Rapamycin","HOP62",1,0.0263374854576871,0.0288992724054065,91.1354621258901,"Rapamycin_HOP62","R"
"2831",2831,"Rapamycin","HOP62",2,0.0263639229708969,0.0288992724054065,91.2269437135195,"Rapamycin_HOP62","R"
"2832",2832,"Rapamycin","HOP62",3,0.0220046493353489,0.0288992724054065,76.1425721265987,"Rapamycin_HOP62","R"
"2833",2833,"Rapamycin","HOP62",4,0.0232419596385197,0.0288992724054065,80.4240304478099,"Rapamycin_HOP62","R"
"2834",2834,"Rapamycin","HOP62",5,0.0230537203382122,0.0288992724054065,79.7726669890113,"Rapamycin_HOP62","R"
"2835",2835,"Rapamycin","HS578T",1,0.0259772661788758,0.0288404846825183,90.0722247383795,"Rapamycin_HS578T","R"
"2836",2836,"Rapamycin","HS578T",2,0.0202513992376905,0.0288404846825183,70.2186508327506,"Rapamycin_HS578T","R"
"2837",2837,"Rapamycin","HS578T",3,0.0151718686037982,0.0288404846825183,52.6061498993968,"Rapamycin_HS578T","R"
"2838",2838,"Rapamycin","HS578T",4,0.0190121873240152,0.0288404846825183,65.9218717483602,"Rapamycin_HS578T","R"
"2839",2839,"Rapamycin","HS578T",5,0.0196489800434982,0.0288404846825183,68.1298537794978,"Rapamycin_HS578T","R"
"2840",2840,"Rapamycin","HT29",1,0.0451801903231497,0.0467873773935254,96.5649131028274,"Rapamycin_HT29","R"
"2841",2841,"Rapamycin","HT29",2,0.0426333641600444,0.0467873773935254,91.1215086955145,"Rapamycin_HT29","R"
"2842",2842,"Rapamycin","HT29",3,0.0361342706147126,0.0467873773935254,77.2308101623002,"Rapamycin_HT29","R"
"2843",2843,"Rapamycin","HT29",4,0.0336577442310979,0.0467873773935254,71.9376594845335,"Rapamycin_HT29","R"
"2844",2844,"Rapamycin","HT29",5,0.0326406558216115,0.0467873773935254,69.7638073343439,"Rapamycin_HT29","R"
"2845",2845,"Rapamycin","IGROV1",1,0.0394315058657079,0.042077548434673,93.7115096591876,"Rapamycin_IGROV1","S"
"2846",2846,"Rapamycin","IGROV1",2,0.0259519494744702,0.042077548434673,61.6764769809762,"Rapamycin_IGROV1","S"
"2847",2847,"Rapamycin","IGROV1",3,0.0241255738782339,0.042077548434673,57.3359779163222,"Rapamycin_IGROV1","S"
"2848",2848,"Rapamycin","IGROV1",4,0.0167751486395537,0.042077548434673,39.8672196066692,"Rapamycin_IGROV1","S"
"2849",2849,"Rapamycin","IGROV1",5,0.0200289778263114,0.042077548434673,47.6001539334146,"Rapamycin_IGROV1","S"
"2850",2850,"Rapamycin","LOXIMVI",1,0.0459107653711742,0.0475343819051574,96.5843322897882,"Rapamycin_LOXIMVI","S"
"2851",2851,"Rapamycin","LOXIMVI",2,0.0433707854000612,0.0475343819051574,91.2408737881486,"Rapamycin_LOXIMVI","S"
"2852",2852,"Rapamycin","LOXIMVI",3,0.0290722321794426,0.0475343819051574,61.1604295969363,"Rapamycin_LOXIMVI","S"
"2853",2853,"Rapamycin","LOXIMVI",4,0.0245875173533372,0.0475343819051574,51.725753797315,"Rapamycin_LOXIMVI","S"
"2854",2854,"Rapamycin","LOXIMVI",5,0.0218807625676027,0.0475343819051574,46.0314443790606,"Rapamycin_LOXIMVI","S"
"2855",2855,"Rapamycin","M14",1,0.0363678083640651,0.037484959760084,97.0197343063216,"Rapamycin_M14","R"
"2856",2856,"Rapamycin","M14",2,0.0299981529687519,0.037484959760084,80.0271713261794,"Rapamycin_M14","R"
"2857",2857,"Rapamycin","M14",3,0.0274575502550326,0.037484959760084,73.2495124198341,"Rapamycin_M14","R"
"2858",2858,"Rapamycin","M14",4,0.0268035500134268,0.037484959760084,71.5048120232174,"Rapamycin_M14","R"
"2859",2859,"Rapamycin","M14",5,0.0214349494762182,0.037484959760084,57.1827997506435,"Rapamycin_M14","R"
"2860",2860,"Rapamycin","MALME3M",1,0.0184499181376383,0.0204338432307294,90.2909840763211,"Rapamycin_MALME3M","R"
"2861",2861,"Rapamycin","MALME3M",2,0.0172267298823424,0.0204338432307294,84.3048940320538,"Rapamycin_MALME3M","R"
"2862",2862,"Rapamycin","MALME3M",3,0.015058344382241,0.0204338432307294,73.6931580232322,"Rapamycin_MALME3M","R"
"2863",2863,"Rapamycin","MALME3M",4,0.0127068761623926,0.0204338432307294,62.1854441130455,"Rapamycin_MALME3M","R"
"2864",2864,"Rapamycin","MALME3M",5,0.0118384300476205,0.0204338432307294,57.9354060513554,"Rapamycin_MALME3M","R"
"2865",2865,"Rapamycin","MDAMB231",1,0.0292793311883966,0.0298112253218478,98.2157924482847,"Rapamycin_MDAMB231","R"
"2866",2866,"Rapamycin","MDAMB231",2,0.0256329274998153,0.0298112253218478,85.9841459821835,"Rapamycin_MDAMB231","R"
"2867",2867,"Rapamycin","MDAMB231",3,0.0228492321595832,0.0298112253218478,76.6464038726969,"Rapamycin_MDAMB231","R"
"2868",2868,"Rapamycin","MDAMB231",4,0.0246727858883911,0.0298112253218478,82.7634074816412,"Rapamycin_MDAMB231","R"
"2869",2869,"Rapamycin","MDAMB231",5,0.0263305185132031,0.0298112253218478,88.3241739610957,"Rapamycin_MDAMB231","R"
"2870",2870,"Rapamycin","OVCAR4",1,0.0259889957379302,0.0281152857919865,92.43724545506,"Rapamycin_OVCAR4","R"
"2871",2871,"Rapamycin","OVCAR4",2,0.0249342257369993,0.0281152857919865,88.6856563418115,"Rapamycin_OVCAR4","R"
"2872",2872,"Rapamycin","OVCAR4",3,0.0218968858926719,0.0281152857919865,77.8824944362225,"Rapamycin_OVCAR4","R"
"2873",2873,"Rapamycin","OVCAR4",4,0.0205774172096004,0.0281152857919865,73.1894292729026,"Rapamycin_OVCAR4","R"
"2874",2874,"Rapamycin","OVCAR4",5,0.0171115150646443,0.0281152857919865,60.8619638130142,"Rapamycin_OVCAR4","R"
"2875",2875,"Rapamycin","OVCAR5",1,0.0427245155779618,0.0446581583765071,95.6701241859481,"Rapamycin_OVCAR5","R"
"2876",2876,"Rapamycin","OVCAR5",2,0.0366005747016266,0.0446581583765071,81.9571966964062,"Rapamycin_OVCAR5","R"
"2877",2877,"Rapamycin","OVCAR5",3,0.0296554466972282,0.0446581583765071,66.4054402942615,"Rapamycin_OVCAR5","R"
"2878",2878,"Rapamycin","OVCAR5",4,0.0318977252686675,0.0446581583765071,71.4264233642191,"Rapamycin_OVCAR5","R"
"2879",2879,"Rapamycin","OVCAR5",5,0.0340924346671332,0.0446581583765071,76.3408879956586,"Rapamycin_OVCAR5","R"
"2880",2880,"Rapamycin","SF539",1,0.0422769473235919,0.0382123028998615,110.637004617026,"Rapamycin_SF539","R"
"2881",2881,"Rapamycin","SF539",2,0.0352692852170201,0.0382123028998615,92.298245697063,"Rapamycin_SF539","R"
"2882",2882,"Rapamycin","SF539",3,0.0324038642434699,0.0382123028998615,84.7995587399871,"Rapamycin_SF539","R"
"2883",2883,"Rapamycin","SF539",4,0.0341361418047852,0.0382123028998615,89.3328567352817,"Rapamycin_SF539","R"
"2884",2884,"Rapamycin","SF539",5,0.0407030917307966,0.0382123028998615,106.518290293737,"Rapamycin_SF539","R"
"2885",2885,"Rapamycin","SKMEL2",1,0.0380746200242344,0.033169557727411,114.78784353151,"Rapamycin_SKMEL2","R"
"2886",2886,"Rapamycin","SKMEL2",2,0.0323411699462356,0.033169557727411,97.5025660939373,"Rapamycin_SKMEL2","R"
"2887",2887,"Rapamycin","SKMEL2",3,0.0310672582704013,0.033169557727411,93.6619611443528,"Rapamycin_SKMEL2","R"
"2888",2888,"Rapamycin","SKMEL2",4,0.0270592842941135,0.033169557727411,81.5786707694085,"Rapamycin_SKMEL2","R"
"2889",2889,"Rapamycin","SKMEL2",5,0.0351919687210784,0.033169557727411,106.097190111149,"Rapamycin_SKMEL2","R"
"2890",2890,"Rapamycin","SW620",1,0.0362996906551148,0.036494371470144,99.4665456420082,"Rapamycin_SW620","R"
"2891",2891,"Rapamycin","SW620",2,0.0346348444939053,0.036494371470144,94.9046198048376,"Rapamycin_SW620","R"
"2892",2892,"Rapamycin","SW620",3,0.0321865415666817,0.036494371470144,88.1959060262578,"Rapamycin_SW620","R"
"2893",2893,"Rapamycin","SW620",4,0.0286488537889684,0.036494371470144,78.5021159013684,"Rapamycin_SW620","R"
"2894",2894,"Rapamycin","SW620",5,0.0260977209262333,0.036494371470144,71.5116328214715,"Rapamycin_SW620","R"
"2895",2895,"Rapamycin","T47D",1,0.027170119148397,0.0266750841674784,101.855795384976,"Rapamycin_T47D","R"
"2896",2896,"Rapamycin","T47D",2,0.0263508614657554,0.0266750841674784,98.7845485334278,"Rapamycin_T47D","R"
"2897",2897,"Rapamycin","T47D",3,0.0229768970007981,0.0266750841674784,86.1361743285931,"Rapamycin_T47D","R"
"2898",2898,"Rapamycin","T47D",4,0.0227896702173818,0.0266750841674784,85.4342954432602,"Rapamycin_T47D","R"
"2899",2899,"Rapamycin","T47D",5,0.0206964910644928,0.0266750841674784,77.5873505573618,"Rapamycin_T47D","R"
"2900",2900,"Rapamycin","UACC257",1,0.0267154072049718,0.0271632150486013,98.3514181114855,"Rapamycin_UACC257","R"
"2901",2901,"Rapamycin","UACC257",2,0.028938251455489,0.0271632150486013,106.534706601232,"Rapamycin_UACC257","R"
"2902",2902,"Rapamycin","UACC257",3,0.0273504183345907,0.0271632150486013,100.689179412873,"Rapamycin_UACC257","R"
"2903",2903,"Rapamycin","UACC257",4,0.0263562157619582,0.0271632150486013,97.0290730121631,"Rapamycin_UACC257","R"
"2904",2904,"Rapamycin","UACC257",5,0.0262624191076743,0.0271632150486013,96.6837653815455,"Rapamycin_UACC257","R"
"2905",2905,"Topotecan","A498",1,0.0261673741531374,0.0292800681087454,89.3692393608938,"Topotecan_A498","S"
"2906",2906,"Topotecan","A498",2,0.0266174018643685,0.0292800681087454,90.9062156737891,"Topotecan_A498","S"
"2907",2907,"Topotecan","A498",3,0.0256185584544233,0.0292800681087454,87.4948731651736,"Topotecan_A498","S"
"2908",2908,"Topotecan","A498",4,0.00742177833255785,0.0292800681087454,25.3475446334126,"Topotecan_A498","S"
"2909",2909,"Topotecan","A498",5,-0.0247789409517626,0.0292800681087454,-84.6273337197656,"Topotecan_A498","S"
"2910",2910,"Topotecan","ACHN",1,0.0373533672438302,0.0354804395010489,105.278761393939,"Topotecan_ACHN","S"
"2911",2911,"Topotecan","ACHN",2,0.0357863960532112,0.0354804395010489,100.862324583531,"Topotecan_ACHN","S"
"2912",2912,"Topotecan","ACHN",3,0.0334425869934153,0.0354804395010489,94.256405680732,"Topotecan_ACHN","S"
"2913",2913,"Topotecan","ACHN",4,0.00261721810417639,0.0354804395010489,7.37650982057035,"Topotecan_ACHN","S"
"2914",2914,"Topotecan","ACHN",5,-0.00486939309966246,0.0354804395010489,-13.7241622937577,"Topotecan_ACHN","S"
"2915",2915,"Topotecan","BT549",1,0.0314748866724539,0.0347871115463391,90.4785861008524,"Topotecan_BT549","S"
"2916",2916,"Topotecan","BT549",2,0.0366355524815279,0.0347871115463391,105.313579808794,"Topotecan_BT549","S"
"2917",2917,"Topotecan","BT549",3,0.0309713496763372,0.0347871115463391,89.0311046235645,"Topotecan_BT549","S"
"2918",2918,"Topotecan","BT549",4,0.0260576147871892,0.0347871115463391,74.9059454173954,"Topotecan_BT549","S"
"2919",2919,"Topotecan","BT549",5,0.00847048465381157,0.0347871115463391,24.349491168671,"Topotecan_BT549","S"
"2920",2920,"Topotecan","COLO205",1,0.0492343286829315,0.0504060929258587,97.6753519764948,"Topotecan_COLO205","S"
"2921",2921,"Topotecan","COLO205",2,0.0513634632135771,0.0504060929258587,101.899314610888,"Topotecan_COLO205","S"
"2922",2922,"Topotecan","COLO205",3,0.0587168275583904,0.0504060929258587,116.487559638387,"Topotecan_COLO205","S"
"2923",2923,"Topotecan","COLO205",4,0.0256994546546635,0.0504060929258587,50.9848178323687,"Topotecan_COLO205","S"
"2924",2924,"Topotecan","COLO205",5,0.0035551881362104,0.0504060929258587,7.05309205662826,"Topotecan_COLO205","S"
"2925",2925,"Topotecan","EKVX",1,0.0205006456216159,0.0222251351618679,92.2408141606681,"Topotecan_EKVX","I"
"2926",2926,"Topotecan","EKVX",2,0.0212679714104019,0.0222251351618679,95.6933276468517,"Topotecan_EKVX","I"
"2927",2927,"Topotecan","EKVX",3,0.0199837572062887,0.0222251351618679,89.9151211488479,"Topotecan_EKVX","I"
"2928",2928,"Topotecan","EKVX",4,0.0185574247972603,0.0222251351618679,83.4974665490432,"Topotecan_EKVX","I"
"2929",2929,"Topotecan","EKVX",5,0.00930210025247842,0.0222251351618679,41.8539648228471,"Topotecan_EKVX","I"
"2930",2930,"Topotecan","HCT15",1,0.043591521243435,0.0436303640004474,99.9109731080583,"Topotecan_HCT15","R"
"2931",2931,"Topotecan","HCT15",2,0.0456865885634444,0.0436303640004474,104.712829264903,"Topotecan_HCT15","R"
"2932",2932,"Topotecan","HCT15",3,0.0450395242765101,0.0436303640004474,103.229769699029,"Topotecan_HCT15","R"
"2933",2933,"Topotecan","HCT15",4,0.0397364973010126,0.0436303640004474,91.0753284125823,"Topotecan_HCT15","R"
"2934",2934,"Topotecan","HCT15",5,0.0268666175920358,0.0436303640004474,61.5777984152512,"Topotecan_HCT15","R"
"2935",2935,"Topotecan","HOP62",1,0.0278139396693347,0.0288992724054065,96.2444288532717,"Topotecan_HOP62","S"
"2936",2936,"Topotecan","HOP62",2,0.0254667838622216,0.0288992724054065,88.1225779838568,"Topotecan_HOP62","S"
"2937",2937,"Topotecan","HOP62",3,0.0282281509620811,0.0288992724054065,97.6777220065933,"Topotecan_HOP62","S"
"2938",2938,"Topotecan","HOP62",4,0.00227737176428665,0.0288992724054065,7.88037751379719,"Topotecan_HOP62","S"
"2939",2939,"Topotecan","HOP62",5,-0.00811936110468232,0.0288992724054065,-28.0953824400206,"Topotecan_HOP62","S"
"2940",2940,"Topotecan","HS578T",1,0.0293934775121967,0.0288404846825183,101.917418641766,"Topotecan_HS578T","I"
"2941",2941,"Topotecan","HS578T",2,0.0280961254611092,0.0288404846825183,97.419047461916,"Topotecan_HS578T","I"
"2942",2942,"Topotecan","HS578T",3,0.024480817565964,0.0288404846825183,84.8835164715628,"Topotecan_HS578T","I"
"2943",2943,"Topotecan","HS578T",4,0.0231286436911733,0.0288404846825183,80.1950589450138,"Topotecan_HS578T","I"
"2944",2944,"Topotecan","HS578T",5,0.014669278927494,0.0288404846825183,50.8634965361237,"Topotecan_HS578T","I"
"2945",2945,"Topotecan","HT29",1,0.0475388357831887,0.0467873773935254,101.606113510793,"Topotecan_HT29","S"
"2946",2946,"Topotecan","HT29",2,0.0492782547272917,0.0467873773935254,105.323823374018,"Topotecan_HT29","S"
"2947",2947,"Topotecan","HT29",3,0.0502497617325127,0.0467873773935254,107.400253085069,"Topotecan_HT29","S"
"2948",2948,"Topotecan","HT29",4,0.0411562381003829,0.0467873773935254,87.9644049167804,"Topotecan_HT29","S"
"2949",2949,"Topotecan","HT29",5,0.0154085885479032,0.0467873773935254,32.9332170476293,"Topotecan_HT29","S"
"2950",2950,"Topotecan","IGROV1",1,0.0426013919065715,0.042077548434673,101.244947701057,"Topotecan_IGROV1","S"
"2951",2951,"Topotecan","IGROV1",2,0.0411989998714641,0.042077548434673,97.9120728371975,"Topotecan_IGROV1","S"
"2952",2952,"Topotecan","IGROV1",3,0.0380249153570834,0.042077548434673,90.3686568529972,"Topotecan_IGROV1","S"
"2953",2953,"Topotecan","IGROV1",4,0.0241742285838333,0.042077548434673,57.4516089533226,"Topotecan_IGROV1","S"
"2954",2954,"Topotecan","IGROV1",5,-0.00349022883630918,0.042077548434673,-8.29475329754034,"Topotecan_IGROV1","S"
"2955",2955,"Topotecan","LOXIMVI",1,0.0472813451328337,0.0475343819051574,99.4676763172633,"Topotecan_LOXIMVI","S"
"2956",2956,"Topotecan","LOXIMVI",2,0.0459495853795932,0.0475343819051574,96.6659995101521,"Topotecan_LOXIMVI","S"
"2957",2957,"Topotecan","LOXIMVI",3,0.0393824316848648,0.0475343819051574,82.8504129146821,"Topotecan_LOXIMVI","S"
"2958",2958,"Topotecan","LOXIMVI",4,0.00239847567472347,0.0475343819051574,5.04577019536934,"Topotecan_LOXIMVI","S"
"2959",2959,"Topotecan","LOXIMVI",5,-0.0125560027681662,0.0475343819051574,-26.414570390793,"Topotecan_LOXIMVI","S"
"2960",2960,"Topotecan","M14",1,0.0419253152115218,0.037484959760084,111.845698861243,"Topotecan_M14","S"
"2961",2961,"Topotecan","M14",2,0.0371707813023838,0.037484959760084,99.1618546219309,"Topotecan_M14","S"
"2962",2962,"Topotecan","M14",3,0.0335777184042867,0.037484959760084,89.576509136451,"Topotecan_M14","S"
"2963",2963,"Topotecan","M14",4,0.0185599354796609,0.037484959760084,49.5130196176026,"Topotecan_M14","S"
"2964",2964,"Topotecan","M14",5,0.000734843111374357,0.037484959760084,1.96036788108509,"Topotecan_M14","S"
"2965",2965,"Topotecan","MALME3M",1,0.0216820262888161,0.0204338432307294,106.108410659672,"Topotecan_MALME3M","S"
"2966",2966,"Topotecan","MALME3M",2,0.0194089224171926,0.0204338432307294,94.9841994872728,"Topotecan_MALME3M","S"
"2967",2967,"Topotecan","MALME3M",3,0.0219196368216925,0.0204338432307294,107.271239062501,"Topotecan_MALME3M","S"
"2968",2968,"Topotecan","MALME3M",4,0.00414652451955392,0.0204338432307294,20.292435802376,"Topotecan_MALME3M","S"
"2969",2969,"Topotecan","MALME3M",5,-0.0194422526783455,0.0204338432307294,-95.1473125188085,"Topotecan_MALME3M","S"
"2970",2970,"Topotecan","MDAMB231",1,0.0294188499972818,0.0298112253218478,98.6838000775552,"Topotecan_MDAMB231","S"
"2971",2971,"Topotecan","MDAMB231",2,0.0283554978977071,0.0298112253218478,95.1168480717434,"Topotecan_MDAMB231","S"
"2972",2972,"Topotecan","MDAMB231",3,0.0298441569159894,0.0298112253218478,100.110467093472,"Topotecan_MDAMB231","S"
"2973",2973,"Topotecan","MDAMB231",4,0.0225779317868637,0.0298112253218478,75.7363427470959,"Topotecan_MDAMB231","S"
"2974",2974,"Topotecan","MDAMB231",5,0.00986072581898891,0.0298112253218478,33.0772241413447,"Topotecan_MDAMB231","S"
"2975",2975,"Topotecan","OVCAR4",1,0.027718460344123,0.0281152857919865,98.5885775773384,"Topotecan_OVCAR4","R"
"2976",2976,"Topotecan","OVCAR4",2,0.0249971268173628,0.0281152857919865,88.9093819010282,"Topotecan_OVCAR4","R"
"2977",2977,"Topotecan","OVCAR4",3,0.0227715042349925,0.0281152857919865,80.9933230039685,"Topotecan_OVCAR4","R"
"2978",2978,"Topotecan","OVCAR4",4,0.021518989707961,0.0281152857919865,76.5383993147757,"Topotecan_OVCAR4","R"
"2979",2979,"Topotecan","OVCAR4",5,0.0177901858007281,0.0281152857919865,63.2758490607225,"Topotecan_OVCAR4","R"
"2980",2980,"Topotecan","OVCAR5",1,0.0441297299284951,0.0446581583765071,98.8167258408712,"Topotecan_OVCAR5","I"
"2981",2981,"Topotecan","OVCAR5",2,0.0415844556635907,0.0446581583765071,93.1172649642145,"Topotecan_OVCAR5","I"
"2982",2982,"Topotecan","OVCAR5",3,0.0441565803411159,0.0446581583765071,98.8768501576744,"Topotecan_OVCAR5","I"
"2983",2983,"Topotecan","OVCAR5",4,0.0407768169876808,0.0446581583765071,91.3087741861112,"Topotecan_OVCAR5","I"
"2984",2984,"Topotecan","OVCAR5",5,0.0196659381088263,0.0446581583765071,44.0366079206073,"Topotecan_OVCAR5","I"
"2985",2985,"Topotecan","SF539",1,0.0424969247386108,0.0382123028998615,111.212676320444,"Topotecan_SF539","S"
"2986",2986,"Topotecan","SF539",2,0.0384262564734271,0.0382123028998615,100.559907562039,"Topotecan_SF539","S"
"2987",2987,"Topotecan","SF539",3,0.0402036154624424,0.0382123028998615,105.211181769911,"Topotecan_SF539","S"
"2988",2988,"Topotecan","SF539",4,0.013461309053025,0.0382123028998615,35.2276833152439,"Topotecan_SF539","S"
"2989",2989,"Topotecan","SF539",5,-0.00322840027275391,0.0382123028998615,-8.44858861611715,"Topotecan_SF539","S"
"2990",2990,"Topotecan","SKMEL2",1,0.0366464404956715,0.033169557727411,110.482149918409,"Topotecan_SKMEL2","R"
"2991",2991,"Topotecan","SKMEL2",2,0.0332807967533255,0.033169557727411,100.335364815017,"Topotecan_SKMEL2","R"
"2992",2992,"Topotecan","SKMEL2",3,0.027310660999384,0.033169557727411,82.3365244234619,"Topotecan_SKMEL2","R"
"2993",2993,"Topotecan","SKMEL2",4,0.0318589149335568,0.033169557727411,96.0486576136314,"Topotecan_SKMEL2","R"
"2994",2994,"Topotecan","SKMEL2",5,0.0243612521523873,0.033169557727411,73.4446095199378,"Topotecan_SKMEL2","R"
"2995",2995,"Topotecan","SW620",1,0.0362614735795177,0.036494371470144,99.3618251767484,"Topotecan_SW620","S"
"2996",2996,"Topotecan","SW620",2,0.0353357296316341,0.036494371470144,96.8251492166187,"Topotecan_SW620","S"
"2997",2997,"Topotecan","SW620",3,0.0326459999612776,0.036494371470144,89.4548902917406,"Topotecan_SW620","S"
"2998",2998,"Topotecan","SW620",4,0.0224022231379224,0.036494371470144,61.3854198208335,"Topotecan_SW620","S"
"2999",2999,"Topotecan","SW620",5,0.0051403124138357,0.036494371470144,14.0852197387232,"Topotecan_SW620","S"
"3000",3000,"Topotecan","T47D",1,0.0282607096945747,0.0266750841674784,105.944219396426,"Topotecan_T47D","S"
"3001",3001,"Topotecan","T47D",2,0.0262933835071851,0.0266750841674784,98.5690742046141,"Topotecan_T47D","S"
"3002",3002,"Topotecan","T47D",3,0.023270775390242,0.0266750841674784,87.2378705316817,"Topotecan_T47D","S"
"3003",3003,"Topotecan","T47D",4,0.00599713771407847,0.0266750841674784,22.4821697897022,"Topotecan_T47D","S"
"3004",3004,"Topotecan","T47D",5,-0.00427152649151723,0.0266750841674784,-16.0131696856086,"Topotecan_T47D","S"
"3005",3005,"Topotecan","UACC257",1,0.0274287238411122,0.0271632150486013,100.977457167849,"Topotecan_UACC257","S"
"3006",3006,"Topotecan","UACC257",2,0.0264394065442051,0.0271632150486013,97.335335662214,"Topotecan_UACC257","S"
"3007",3007,"Topotecan","UACC257",3,0.0253136178863609,0.0271632150486013,93.1908017554954,"Topotecan_UACC257","S"
"3008",3008,"Topotecan","UACC257",4,0.0183611282216001,0.0271632150486013,67.5955632967152,"Topotecan_UACC257","S"
"3009",3009,"Topotecan","UACC257",5,0.00282227227515465,0.0271632150486013,10.3900523929327,"Topotecan_UACC257","S"
"3010",3010,"Trametinib","A498",1,0.0289769438367157,0.0292800681087454,98.964741916228,"Trametinib_A498","R"
"3011",3011,"Trametinib","A498",2,0.0263585670311447,0.0292800681087454,90.0222189827211,"Trametinib_A498","R"
"3012",3012,"Trametinib","A498",3,0.0243381139748255,0.0292800681087454,83.1217806066379,"Trametinib_A498","R"
"3013",3013,"Trametinib","A498",4,0.0216355395071323,0.0292800681087454,73.8916980205732,"Trametinib_A498","R"
"3014",3014,"Trametinib","A498",5,0.0214294214632488,0.0292800681087454,73.1877445901441,"Trametinib_A498","R"
